accused_person_id,case_id,accused_name,gender,age,occupation,is_arrested,is_history_sheeter,address
A003763,CR003763,Wridesh Baral,Male,53,Business,False,False,"H.No. 10, Narayanan Path, Raiganj-341720"
A003764,CR003764,Jackson Ratta,Male,69,Mechanic,True,False,"16/576, Jani Street, Darbhanga 663311"
A003765,CR003765,Vrishti Wagle,Female,40,Driver,False,False,"H.No. 43, Atwal Nagar, Sagar 703303"
A003766,CR003766,Chandran Talwar,Male,59,Electrician,True,False,"21, Aurora, Vasai-Virar-314316"
A003767,CR003767,Maanas Raman,Male,63,Business,True,False,"H.No. 77, Shan Road, Moradabad 361107"
A003768,CR003768,Siya Mukhopadhyay,Female,20,Government Employee,True,False,"18, Venkataraman Street, Etawah-081687"
A003769,CR003769,Lekha Kar,Female,48,Self Employed,True,False,"17/54, Apte, Indore-010391"
A003770,CR003770,Unni Patla,Female,29,Private Employee,False,False,"06/479, Kata, Jaunpur 310659"
A003771,CR003771,Vamakshi Sastry,Female,60,Self Employed,True,False,"H.No. 93, Natt Nagar, Nagpur 456721"
A003772,CR003772,Zilmil Boase,Female,28,Business,True,False,"H.No. 665, Brar Path, Satna 618014"
A003773,CR003773,Vincent Barman,Male,41,Labourer,True,False,"H.No. 887, Ramanathan Chowk, Phusro-063314"
A003774,CR003774,Riya Aurora,Female,28,Driver,True,False,"30/76, Badal Nagar, Bellary 729289"
A003775,CR003775,Gunbir Kohli,Male,43,Electrician,True,False,"84, Baral Nagar, Haldia-900330"
A003776,CR003776,Upkaar Divan,Male,63,Electrician,False,False,"83/54, Mutti Street, Ranchi 546327"
A003777,CR003777,Dakshesh Verma,Male,39,Driver,True,False,"18, Chaudhuri Street, Bikaner 259844"
A003778,CR003778,Wishi Dada,Female,46,Labourer,True,False,"H.No. 97, Dara Marg, Navi Mumbai 078295"
A003779,CR003779,Warjas Bassi,Male,36,Labourer,True,False,"45/898, Baria Road, Hospet-113436"
A003780,CR003780,Utkarsh Majumdar,Male,29,Student,True,False,"37, Chatterjee Nagar, Rohtak 711149"
A003781,CR003781,Vedika Varty,Female,43,Driver,False,False,"51/286, Kashyap Chowk, Raebareli 878099"
A003782,CR003782,Abha Prabhu,Female,61,Private Employee,True,False,"54/210, Kannan Marg, Bahraich 700843"
A003783,CR003783,Kalpit Golla,Male,40,Private Employee,True,False,"72, Bobal Path, Tadepalligudem-909334"
A003784,CR003784,Vasudha Shenoy,Female,21,Business,True,True,"H.No. 628, Badal Chowk, Hyderabad 451983"
A003785,CR003785,Wyatt Ramesh,Male,19,Electrician,False,False,"H.No. 31, Nadkarni Path, Patiala 041832"
A003786,CR003786,Omisha Vora,Female,36,Government Employee,True,False,"05/240, Kothari Path, South Dumdum 611320"
A003787,CR003787,Anjali Gade,Female,59,Business,False,False,"648, Kalla Circle, Ichalkaranji-795964"
A003788,CR003788,Isaac Taneja,Male,25,Farmer,True,True,"55/12, Chanda Circle, Raichur 531527"
A003789,CR003789,Kritika Mitra,Female,39,Mechanic,False,False,"80, Sant Marg, Tiruvottiyur-673476"
A003790,CR003790,Ekaja Pradhan,Female,68,Government Employee,True,False,"54/129, Mukherjee Path, Rampur-837562"
A003791,CR003791,Gagan Borra,Male,29,Farmer,True,False,"07, Bobal Nagar, Malegaon-854311"
A003792,CR003792,Parth Bose,Male,29,Driver,True,False,"H.No. 268, Chaudhary Marg, Alappuzha 388104"
A003793,CR003793,Christopher Patla,Male,27,Government Employee,True,False,"46/51, Prakash Path, Anantapur 468217"
A003794,CR003794,Samar Bava,Male,52,Driver,True,False,"57, Hans Nagar, Kalyan-Dombivli-678931"
A003795,CR003795,Unnati Subramaniam,Female,20,Labourer,True,False,"H.No. 986, Kohli Zila, Chinsurah 275232"
A003796,CR003796,Christopher Lal,Male,51,Business,False,False,"87/23, Roy Zila, Akola-884588"
A003797,CR003797,Chameli Pillay,Female,18,Student,True,True,"21/59, Bobal Zila, Howrah 070020"
A003798,CR003798,Amrita Srinivas,Female,45,Labourer,False,False,"24, Devan Street, Rewa-916548"
A003799,CR003799,Pranit Dewan,Male,62,Farmer,True,False,"H.No. 08, Butala Nagar, Bidhannagar 143653"
A003800,CR003800,Gautam Chand,Male,65,Electrician,True,False,"464, Bora Path, Kochi 366710"
A003801,CR003801,Alka Gandhi,Female,28,Driver,True,False,"H.No. 704, Dutta Ganj, Visakhapatnam 736353"
A003802,CR003802,Bhanumati Zachariah,Female,40,Private Employee,True,False,"32/90, Varty Chowk, Ramgarh 599576"
A003803,CR003803,William Srinivas,Male,27,Electrician,True,False,"22/680, Varkey Circle, Bhiwandi-411394"
A003804,CR003804,Jacob Ganguly,Male,38,Student,False,False,"H.No. 45, Nadig Marg, North Dumdum-812286"
A003805,CR003805,Baljiwan Prakash,Male,59,Business,True,False,"66/19, Ghosh Nagar, Raebareli-426030"
A003806,CR003806,Peter Kala,Male,48,Student,True,True,"002, Talwar Circle, Jamnagar-606804"
A003807,CR003807,Hema Dani,Female,21,Business,True,False,"97/03, Oak Nagar, Rajkot-430591"
A003808,CR003808,Guneet Seshadri,Male,46,Labourer,True,True,"H.No. 48, Goyal Zila, Moradabad 838661"
A003809,CR003809,Chaaya Oak,Female,27,Electrician,False,False,"H.No. 35, Rajan Marg, Tenali 644660"
A003810,CR003810,Daniel Kakar,Male,57,Business,True,True,"314, Baria Path, Tirunelveli 718591"
A003811,CR003811,Sarthak Rege,Male,39,Electrician,True,False,"H.No. 034, Tank Street, Baranagar 905319"
A003812,CR003812,Indrajit Sharma,Male,63,Driver,False,False,"H.No. 65, Singh Chowk, Amritsar-515731"
A003813,CR003813,Matthew Apte,Male,33,Electrician,False,False,"596, Menon, Mirzapur 175014"
A003814,CR003814,Vrishti Muni,Female,39,Government Employee,True,False,"H.No. 00, Barad, Raipur-839827"
A003815,CR003815,Saanvi Grewal,Female,45,Driver,True,False,"45/854, Garg Nagar, Kottayam 012639"
A003816,CR003816,Chasmum Gade,Female,19,Labourer,False,False,"94/971, Bassi Ganj, Davanagere 635597"
A003817,CR003817,Ekavir Bava,Male,25,Electrician,True,False,"H.No. 42, Kashyap Path, Bareilly-533420"
A003818,CR003818,Rushil Bakshi,Male,47,Student,True,False,"58, Barad Path, Bongaigaon-042732"
A003819,CR003819,Nihal Bajwa,Male,59,Student,False,False,"H.No. 89, Dua Zila, Bikaner 382854"
A003820,CR003820,Ladli Pingle,Female,42,Mechanic,True,False,"39, Jain Marg, Barasat 969688"
A003821,CR003821,Henry Balay,Male,54,Private Employee,True,False,"339, Kaur Path, Lucknow-587167"
A003822,CR003822,Waida Bala,Female,51,Mechanic,True,False,"H.No. 38, Sood Circle, Madhyamgram-722374"
A003823,CR003823,Qadim Desai,Male,34,Government Employee,False,False,"H.No. 799, Malhotra Path, Singrauli-304364"
A003824,CR003824,Abdul Deol,Male,30,Mechanic,True,False,"440, Ramaswamy Ganj, Silchar-043869"
A003825,CR003825,Rajata Deshpande,Female,57,Private Employee,False,False,"H.No. 36, Raj Path, Bongaigaon 293454"
A003826,CR003826,Eiravati Pingle,Female,70,Labourer,True,False,"H.No. 031, Swamy Nagar, Kamarhati 706927"
A003827,CR003827,Damini Sathe,Female,60,Self Employed,False,False,"H.No. 502, Saran Marg, Jabalpur 431050"
A003828,CR003828,Chaaya Jha,Female,66,Government Employee,True,False,"H.No. 911, Sura Street, Tiruvottiyur 655059"
A003829,CR003829,Osha Chaudhary,Female,70,Government Employee,True,False,"H.No. 10, Parmar Circle, Bikaner-530374"
A003830,CR003830,Hemangini Datta,Female,66,Government Employee,True,False,"H.No. 26, Dugar, Dhanbad-995016"
A003831,CR003831,Tanmayi Chand,Female,41,Student,True,False,"H.No. 738, Bhat Ganj, Imphal-200658"
A003832,CR003832,Osha Bhatt,Female,40,Driver,True,True,"H.No. 55, Dugar Street, Gaya-816076"
A003833,CR003833,Onkar Parikh,Male,65,Business,True,False,"742, Mangal Road, Hosur-465366"
A003834,CR003834,Dalaja Keer,Female,64,Driver,False,False,"92/99, Randhawa Road, Saharanpur-159744"
A003835,CR003835,Vidhi Dhar,Female,36,Mechanic,False,False,"44/689, Mann Path, Bhilai-864669"
A003836,CR003836,Geetika Bava,Female,67,Government Employee,False,False,"13/98, Pandit Zila, Bally-533193"
A003837,CR003837,Nitesh Anne,Male,40,Business,True,False,"24/949, Tripathi Zila, Gurgaon-614109"
A003838,CR003838,Lekha Baral,Female,63,Labourer,True,False,"H.No. 75, Khatri Zila, Sambalpur 738141"
A003839,CR003839,Anay Sahota,Male,43,Electrician,True,False,"H.No. 46, Kulkarni Nagar, Saharanpur 109369"
A003840,CR003840,Nandini Murthy,Female,28,Driver,True,False,"15/318, Bakshi Marg, Bardhaman 488586"
A003841,CR003841,Tanay Bhatia,Male,27,Business,False,False,"H.No. 278, Memon Road, Malegaon-513794"
A003842,CR003842,Pranav Badal,Male,43,Driver,True,False,"60/75, Merchant Nagar, Sambalpur-745718"
A003843,CR003843,Tejas Mangat,Male,54,Self Employed,False,False,"H.No. 065, Natarajan Ganj, Bareilly-134166"
A003844,CR003844,Vinaya Badal,Female,65,Farmer,False,False,"50/19, Reddy Ganj, Tadepalligudem 012752"
A003845,CR003845,Henry Cheema,Male,64,Mechanic,True,False,"453, Kuruvilla Circle, Delhi-997926"
A003846,CR003846,Mahika Singhal,Female,33,Self Employed,False,False,"H.No. 89, Dada Zila, Bhiwani 862385"
A003847,CR003847,Hemang Mall,Male,34,Electrician,True,False,"62/021, Gaba Zila, Raurkela Industrial Township-081832"
A003848,CR003848,Devansh Bhatnagar,Male,41,Electrician,True,False,"26/76, Soni Zila, Pune 879825"
A003849,CR003849,Quincy Chada,Male,51,Student,False,False,"H.No. 07, Padmanabhan Circle, Jaunpur-275725"
A003850,CR003850,Turvi Apte,Female,43,Private Employee,False,False,"59, Jayaraman Chowk, New Delhi 674439"
A003851,CR003851,Theodore Manda,Male,28,Business,True,False,"H.No. 68, Balakrishnan Nagar, Ghaziabad-989868"
A003852,CR003852,Charan Kala,Male,46,Labourer,True,False,"43, Kannan Nagar, Miryalaguda-151946"
A003853,CR003853,Yashvi Sachdev,Female,66,Government Employee,False,False,"11/01, Lala Marg, Purnia 919683"
A003854,CR003854,Vedhika Bhattacharyya,Female,23,Private Employee,True,False,"H.No. 184, Shroff Marg, Nellore 439102"
A003855,CR003855,Maanas Ram,Male,42,Electrician,True,False,"H.No. 26, Borah Chowk, Tiruchirappalli-999692"
A003856,CR003856,Edhitha Khalsa,Female,65,Student,False,False,"H.No. 110, Narain Ganj, Malegaon-629087"
A003857,CR003857,Anita Bawa,Female,24,Business,True,False,"H.No. 157, Chopra, Pune-226359"
A003858,CR003858,Kiaan Sahota,Male,53,Student,True,False,"05/35, Ghosh Road, Gandhinagar 788469"
A003859,CR003859,Bhavna Thakkar,Female,27,Driver,True,False,"34/203, Bhardwaj Ganj, Kamarhati 261850"
A003860,CR003860,Veer Shankar,Male,41,Electrician,True,False,"H.No. 360, Edwin Zila, Kolhapur 513104"
A003861,CR003861,Chavvi Morar,Female,30,Electrician,True,False,"75/86, Chakrabarti Circle, Bhiwani-383030"
A003862,CR003862,Kritika Parmer,Female,56,Driver,True,False,"H.No. 46, Savant Zila, Saharanpur 027699"
A003863,CR003863,Dakshesh Koshy,Male,64,Student,True,False,"H.No. 35, Ghosh, Kochi-950506"
A003864,CR003864,Jeet Guha,Male,40,Private Employee,True,False,"48/468, Tella Street, Jaunpur 195511"
A003865,CR003865,Yashoda Khalsa,Female,44,Self Employed,True,False,"308, Kumar Zila, Yamunanagar 313268"
A003866,CR003866,Bhavani Choudhary,Female,44,Business,True,False,"54, Sundaram Nagar, Jalna-772199"
A003867,CR003867,Kala Mallick,Female,21,Driver,False,False,"14/216, Sidhu Zila, Patna-699359"
A003868,CR003868,Aarini Rau,Female,52,Driver,True,False,"H.No. 844, Sheth Zila, Nagpur 436857"
A003869,CR003869,Ayush Chauhan,Male,48,Student,True,False,"031, Mander, Pimpri-Chinchwad-430436"
A003870,CR003870,Panini Baral,Female,43,Electrician,True,False,"H.No. 854, Korpal Chowk, Narasaraopet-976104"
A003871,CR003871,Vincent Baral,Male,34,Mechanic,True,False,"H.No. 67, Merchant Chowk, Jalna-983860"
A003872,CR003872,Pahal Dhar,Female,64,Driver,False,False,"43/08, Sharaf Circle, Gopalpur 743460"
A003873,CR003873,Maya Sen,Female,21,Driver,True,False,"60/23, Bansal Marg, Orai-830566"
A003874,CR003874,Chakrika Bahri,Female,29,Student,True,False,"59, Dhaliwal Path, Sultan Pur Majra-508614"
A003875,CR003875,Sudiksha Sunder,Female,68,Business,True,False,"50/38, Prashad Path, Tirunelveli-545042"
A003876,CR003876,Alexander Barman,Male,55,Mechanic,True,False,"12/823, Peri Ganj, Nagpur 899438"
A003877,CR003877,Akshay Lad,Male,22,Private Employee,True,False,"730, Vohra Ganj, Bhiwandi 413866"
A003878,CR003878,Veda Nagi,Female,18,Private Employee,True,False,"42, Ramanathan, Faridabad 542365"
A003879,CR003879,Januja Jani,Female,27,Labourer,True,False,"96/594, Radhakrishnan Circle, Pallavaram-586503"
A003880,CR003880,Max Brahmbhatt,Male,65,Student,False,False,"78/944, Sethi Nagar, Parbhani-602979"
A003881,CR003881,Siya Venkataraman,Female,44,Driver,True,True,"H.No. 21, Mammen Marg, Panipat-953381"
A003882,CR003882,Tanveer Gokhale,Male,61,Electrician,False,False,"H.No. 366, Samra Marg, Agra-209824"
A003883,CR003883,Ladli Parekh,Female,61,Driver,True,False,"314, Dave Zila, Bahraich-870916"
A003884,CR003884,Sathvik Mohanty,Male,62,Driver,True,False,"886, Keer Chowk, Alwar 951263"
A003885,CR003885,Raagini Kade,Female,68,Mechanic,False,False,"20/80, Suri Zila, Berhampore-433869"
A003886,CR003886,Pranit Dash,Male,51,Student,True,False,"14, Lalla Marg, Berhampur 480865"
A003887,CR003887,Tejas Mall,Male,36,Labourer,True,False,"H.No. 800, Reddy Nagar, Jorhat 983510"
A003888,CR003888,Gautami Yohannan,Female,66,Electrician,True,False,"38/59, Reddy Ganj, Raichur-450964"
A003889,CR003889,Nakul Mani,Male,49,Student,True,False,"990, Panchal Zila, Howrah 745144"
A003890,CR003890,Netra Hayre,Female,42,Private Employee,True,True,"H.No. 425, Pillay Nagar, Cuttack-382591"
A003891,CR003891,Zehaan Mahal,Male,25,Student,True,False,"H.No. 430, Sangha Path, Ambala 824900"
A003892,CR003892,Maya Vasa,Female,18,Farmer,True,False,"20/25, Dhillon Marg, Nadiad 727144"
A003893,CR003893,Zehaan Mallick,Male,62,Electrician,True,False,"20/95, Mani Nagar, Etawah-700139"
A003894,CR003894,Idika Sule,Female,68,Student,True,False,"802, Patla Zila, Thrissur-774314"
A003895,CR003895,Yashica Sampath,Female,31,Driver,True,False,"08/684, Zachariah Road, Bihar Sharif-051297"
A003896,CR003896,Nathan Narasimhan,Male,19,Student,True,False,"09/691, Uppal Zila, Korba 287104"
A003897,CR003897,Divya Sura,Female,55,Farmer,True,False,"547, Bir Street, Morena 694104"
A003898,CR003898,Ridhi Chakrabarti,Female,41,Electrician,True,False,"H.No. 06, Balasubramanian Ganj, Solapur 104144"
A003899,CR003899,Omaja Nath,Female,26,Mechanic,True,False,"08, Sarraf Chowk, Nagercoil 570619"
A003900,CR003900,Ikshita Brahmbhatt,Female,26,Labourer,True,True,"303, Lala, Kollam 772028"
A003901,CR003901,Vasudha Mangal,Female,46,Mechanic,False,False,"H.No. 756, Garg Zila, Sangli-Miraj & Kupwad 214954"
A003902,CR003902,Hiral Sandal,Female,68,Business,True,False,"60/23, Koshy, Gulbarga-941391"
A003903,CR003903,Anjali Kari,Female,27,Electrician,True,False,"87, Saraf Marg, Pudukkottai-510732"
A003904,CR003904,Zayyan Sama,Male,50,Farmer,True,False,"H.No. 06, Sachdeva Marg, Dindigul 171418"
A003905,CR003905,Samarth Sachdev,Male,27,Government Employee,False,False,"H.No. 368, Desai Street, Madanapalle-245143"
A003906,CR003906,Janya Saxena,Female,68,Labourer,True,False,"H.No. 37, Chawla Circle, Gaya 410166"
A003907,CR003907,Dalaja Parmar,Female,34,Student,True,False,"70/64, Narain, Jehanabad-641209"
A003908,CR003908,Anirudh Butala,Male,46,Farmer,True,False,"169, Dugar Zila, Vijayawada-503754"
A003909,CR003909,Advik Sarin,Male,44,Business,False,False,"17/211, Prakash Street, Baranagar 160318"
A003910,CR003910,Karan Patla,Male,68,Self Employed,False,False,"H.No. 32, Chakrabarti Street, Nagpur 588851"
A003911,CR003911,Avi Vyas,Male,66,Electrician,True,False,"23/977, Walia Circle, Tiruvottiyur 181024"
A003912,CR003912,Leena Sampath,Female,36,Labourer,True,False,"H.No. 868, Baria Ganj, Hindupur-150331"
A003913,CR003913,Reyansh Bhandari,Male,69,Student,True,False,"40/96, Handa Marg, Anantapur 355034"
A003914,CR003914,Sanya Pal,Female,66,Student,True,False,"H.No. 585, Sood Marg, Tiruchirappalli-489707"
A003915,CR003915,Harsh Kashyap,Male,23,Government Employee,True,False,"01, Hora Path, Erode 013129"
A003916,CR003916,Darika Butala,Female,29,Mechanic,True,False,"90, Jha Nagar, Raichur-611818"
A003917,CR003917,Forum Khatri,Female,44,Farmer,True,False,"60, Cheema Marg, Bihar Sharif 302389"
A003918,CR003918,Mahika Bala,Female,55,Government Employee,False,False,"H.No. 630, Ramakrishnan Chowk, Unnao 322836"
A003919,CR003919,Joshua Mukhopadhyay,Male,21,Farmer,True,False,"55, Chand, Siwan 754619"
A003920,CR003920,Neelima Verma,Female,18,Government Employee,True,False,"H.No. 868, Kant Road, Aligarh 502603"
A003921,CR003921,Gautami Taneja,Female,63,Farmer,True,False,"65/60, Bava Street, Gopalpur 720053"
A003922,CR003922,Chatresh Ganesan,Male,63,Electrician,True,False,"H.No. 010, Om Street, Anantapuram-537667"
A003923,CR003923,Tanvi Rana,Female,35,Government Employee,True,False,"91/77, Dara Chowk, Hyderabad 409200"
A003924,CR003924,Vedhika Jhaveri,Female,38,Driver,True,False,"17/27, Bhattacharyya Ganj, Saharanpur 302502"
A003925,CR003925,Pranav Chopra,Male,67,Driver,True,False,"H.No. 778, Mann Circle, Erode-782332"
A003926,CR003926,Brijesh Issac,Male,35,Driver,True,False,"H.No. 86, Dyal Marg, Dhanbad-589195"
A003927,CR003927,Nandini Dash,Female,63,Self Employed,False,False,"92/82, Borra, Begusarai 251979"
A003928,CR003928,Harita Varghese,Female,67,Labourer,True,True,"64, Choudhury Path, Rourkela-157509"
A003929,CR003929,Libni Shenoy,Female,59,Labourer,True,False,"H.No. 455, Edwin Road, Hazaribagh 159200"
A003930,CR003930,Shravya Bhat,Female,26,Driver,True,False,"41/86, Bhatnagar, Bhatpara 290005"
A003931,CR003931,Ekavir Bahl,Male,68,Private Employee,True,True,"H.No. 06, Chaudry, New Delhi-743798"
A003932,CR003932,Ati Zachariah,Female,39,Student,True,True,"13/784, Bandi Chowk, Amaravati 517634"
A003933,CR003933,Baljiwan Prakash,Male,41,Business,True,False,"935, Jain Road, Kolhapur-924716"
A003934,CR003934,Damyanti Dhar,Female,67,Business,True,False,"90/25, Walla Ganj, Tiruvottiyur 825727"
A003935,CR003935,Ekani Chacko,Female,54,Driver,True,False,"H.No. 837, Andra Marg, Darbhanga 204703"
A003936,CR003936,Wazir Thaman,Male,42,Mechanic,True,False,"H.No. 77, Raja Marg, Bhatpara-548675"
A003937,CR003937,Yatin Banik,Male,66,Farmer,True,False,"60/485, Shankar Circle, Kanpur 413943"
A003938,CR003938,Avni Ghosh,Female,47,Self Employed,True,False,"46/45, Sharma, Nellore-628173"
A003939,CR003939,Laksh Dhar,Male,65,Driver,True,False,"H.No. 52, Wason Ganj, Pudukkottai 404577"
A003940,CR003940,Charvi Prakash,Female,55,Student,True,False,"H.No. 22, Viswanathan Marg, Tadipatri-305834"
A003941,CR003941,Udant Kala,Male,57,Mechanic,False,False,"H.No. 46, Saha Street, Thoothukudi-787559"
A003942,CR003942,Viraj Boase,Male,66,Government Employee,False,False,"H.No. 122, Walia Ganj, Phusro 417584"
A003943,CR003943,Chakrika Saxena,Female,69,Private Employee,True,False,"H.No. 30, Apte Zila, Raiganj 211396"
A003944,CR003944,Hritik Krishna,Male,33,Government Employee,True,False,"H.No. 10, Jhaveri Zila, Karaikudi 880115"
A003945,CR003945,Teerth Jhaveri,Male,30,Mechanic,True,False,"93/22, Bandi Chowk, Karaikudi 825409"
A003946,CR003946,Banjeet Pradhan,Male,28,Student,False,False,"51/65, Bahl Street, Adoni 616595"
A003947,CR003947,Charita Parmer,Female,58,Mechanic,True,False,"51/824, Memon Marg, Darbhanga 591852"
A003948,CR003948,Garima Parmer,Female,41,Business,True,True,"83/82, Chopra Path, Katihar-105754"
A003949,CR003949,Barkha Doctor,Female,65,Farmer,True,False,"594, Kalla Chowk, Bokaro-045466"
A003950,CR003950,Dalbir Deo,Male,24,Private Employee,True,False,"28/922, Rajagopal Nagar, Bidar-732201"
A003951,CR003951,Adya Chopra,Female,62,Farmer,True,False,"71, Bhat Circle, Haridwar 670048"
A003952,CR003952,Rehaan Basu,Male,42,Private Employee,True,False,"H.No. 704, Aurora Path, Thrissur-225037"
A003953,CR003953,Ayaan Sachdev,Male,54,Government Employee,False,True,"817, Korpal Path, Satara-181282"
A003954,CR003954,Ishani Pandey,Female,68,Driver,True,False,"H.No. 773, Sane Ganj, Ambarnath-233880"
A003955,CR003955,Tanay Mander,Male,60,Farmer,True,False,"12/938, Ram Nagar, Motihari-881932"
A003956,CR003956,Bimala Ramachandran,Female,70,Student,False,False,"H.No. 921, Pandey Zila, Muzaffarnagar 201242"
A003957,CR003957,Gagan Uppal,Male,34,Government Employee,True,False,"H.No. 54, Kothari Circle, Mirzapur 411573"
A003958,CR003958,Zaitra Nagy,Female,52,Government Employee,True,False,"76, Kara, Coimbatore-589376"
A003959,CR003959,Jagat Ahluwalia,Male,40,Self Employed,True,False,"613, Datta Zila, Uluberia 058470"
A003960,CR003960,Qasim Shenoy,Male,58,Self Employed,True,False,"88, Chana Circle, Alappuzha-977691"
A003961,CR003961,Samuel Dora,Male,43,Self Employed,True,False,"44/626, Kakar Path, Shimoga-330001"
A003962,CR003962,Azaan Chahal,Male,21,Driver,False,False,"291, Chad Ganj, Aurangabad 362262"
A003963,CR003963,Pranav Taneja,Male,42,Electrician,True,False,"H.No. 39, Aurora Circle, Darbhanga 444821"
A003964,CR003964,George Chakrabarti,Male,31,Mechanic,False,False,"H.No. 84, Basak Street, Vellore-496610"
A003965,CR003965,Ekbal Kibe,Male,58,Self Employed,True,False,"89/66, Goswami Path, Naihati 186723"
A003966,CR003966,Agastya Peri,Male,24,Farmer,True,False,"90/30, Halder Road, Parbhani 184545"
A003967,CR003967,Neel Verma,Male,49,Self Employed,True,False,"19/990, Dora Street, Jalna-277947"
A003968,CR003968,Yuvraj Pingle,Male,69,Mechanic,True,False,"28/08, Kapadia Road, Mirzapur 909399"
A003969,CR003969,Chaitaly Goel,Female,58,Electrician,True,False,"051, Goyal Street, Thrissur-122055"
A003970,CR003970,Anamika Mall,Female,27,Private Employee,True,False,"H.No. 25, Batra, Nellore-123849"
A003971,CR003971,Utkarsh Bhardwaj,Male,64,Labourer,True,False,"56/929, Khanna Circle, Kolkata 528918"
A003972,CR003972,Lopa Sampath,Female,37,Student,True,False,"224, Shah Zila, Bhopal 975491"
A003973,CR003973,Advika Kari,Female,48,Driver,True,False,"90/455, Sarin Chowk, Ballia 114333"
A003974,CR003974,Charvi Gandhi,Female,40,Labourer,True,False,"H.No. 916, Kumer Chowk, Amritsar 973123"
A003975,CR003975,Omaja Pradhan,Female,34,Labourer,True,False,"H.No. 54, Sekhon Road, Saharsa-803180"
A003976,CR003976,Krishna Chatterjee,Male,64,Self Employed,True,False,"19, Lal Circle, Coimbatore 335228"
A003977,CR003977,Raagini Basu,Female,62,Government Employee,True,False,"96/739, Rai Path, Bhiwandi-102636"
A003978,CR003978,Yatan Kunda,Male,53,Business,True,False,"66/934, Ram Road, Madhyamgram 203962"
A003979,CR003979,Charles Som,Male,42,Mechanic,False,False,"06/64, Bora Circle, Mango-133051"
A003980,CR003980,Bina Sankar,Female,68,Private Employee,True,False,"H.No. 59, Aggarwal Road, Amroha 951016"
A003981,CR003981,Kabir Suresh,Male,28,Business,True,False,"H.No. 026, Chacko Nagar, Sangli-Miraj & Kupwad-082411"
A003982,CR003982,Ati Dara,Female,34,Farmer,True,False,"H.No. 35, Mangat Chowk, Raipur-742634"
A003983,CR003983,Dipta Sidhu,Female,70,Private Employee,True,False,"07/28, Maharaj Circle, Purnia 783446"
A003984,CR003984,Yahvi Dash,Female,29,Electrician,True,False,"23/914, Master Marg, Gangtok-860220"
A003985,CR003985,Simon Atwal,Male,39,Farmer,True,False,"600, Ranganathan Zila, Bilaspur-761662"
A003986,CR003986,Sai Bhattacharyya,Male,18,Private Employee,True,False,"33/63, Kurian Chowk, Anantapuram 209367"
A003987,CR003987,Henry Sankar,Male,29,Government Employee,True,False,"00/745, Luthra, Aizawl 393610"
A003988,CR003988,Anamika Yogi,Female,48,Business,True,True,"H.No. 09, Sangha Road, Coimbatore 497001"
A003989,CR003989,Utkarsh Chakrabarti,Male,67,Government Employee,True,False,"491, Balakrishnan, Jaunpur 518368"
A003990,CR003990,Girindra Patil,Male,41,Labourer,True,False,"84/634, Mane Zila, Ghaziabad 174114"
A003991,CR003991,Dayita Lalla,Female,44,Government Employee,True,False,"617, Narula Zila, Chittoor-391887"
A003992,CR003992,Ekta Parmer,Female,47,Private Employee,True,False,"H.No. 34, Gera Street, Salem-283788"
A003993,CR003993,Abhiram Mand,Male,31,Business,True,False,"H.No. 30, Ramesh Nagar, Alwar-683271"
A003994,CR003994,Bhavani Bhatti,Female,30,Labourer,True,False,"46, Amble Chowk, Ramgarh 101956"
A003995,CR003995,Balveer Dugar,Male,56,Driver,True,True,"H.No. 19, Sandhu Ganj, Raebareli-710812"
A003996,CR003996,Vasudha Mangal,Female,70,Student,True,True,"884, Mall, Raiganj 975712"
A003997,CR003997,Vinaya Kara,Female,23,Student,True,False,"15/523, Bajaj Ganj, Hyderabad-296375"
A003998,CR003998,Anika Borah,Female,29,Business,True,False,"H.No. 753, Bala Circle, Saharsa-781671"
A003999,CR003999,Jack Rajagopalan,Male,35,Business,True,False,"22/551, Narasimhan Circle, Bhopal 153945"
A004000,CR004000,Nachiket Dugar,Male,35,Mechanic,True,True,"H.No. 347, Agate, Tiruvottiyur 649762"
A004001,CR004001,Christopher Kothari,Male,39,Mechanic,True,False,"H.No. 925, Anne Nagar, Mumbai 215378"
A004002,CR004002,Tejas Borde,Male,31,Government Employee,False,False,"78/977, Butala Path, Ghaziabad-031931"
A004003,CR004003,Qushi Wable,Female,19,Driver,False,False,"51/07, Sura Path, Kakinada-116986"
A004004,CR004004,Zaid Deep,Male,65,Mechanic,False,False,"30, Savant Chowk, Bally 570642"
A004005,CR004005,Varsha Bora,Female,50,Student,True,True,"88/27, Gole Path, Dhule 276947"
A004006,CR004006,Nathaniel Tailor,Male,33,Student,True,True,"70, Choudhury Path, Hapur 108929"
A004007,CR004007,Ekaraj Kurian,Male,42,Self Employed,True,False,"79, Joshi Street, Jalandhar-648199"
A004008,CR004008,Zayyan Chowdhury,Male,24,Government Employee,False,False,"40, Baral Circle, Madanapalle 554071"
A004009,CR004009,Pranav Patla,Male,36,Private Employee,True,False,"H.No. 26, Goyal Street, Sambalpur 596376"
A004010,CR004010,Farhan Kapadia,Male,39,Farmer,True,False,"H.No. 679, Wason Path, Hyderabad-771074"
A004011,CR004011,Ekaraj Bhatt,Male,69,Private Employee,True,False,"H.No. 02, Murty Street, Solapur 322496"
A004012,CR004012,Nitesh Dara,Male,24,Electrician,True,False,"855, Kumar Circle, Madhyamgram 877856"
