employee_id,kgid,employee_name,gender,date_of_birth,blood_group,rank,rank_code,appointment_date,district,taluk,police_station_name,police_station_id
EMP004373,435256,Kritika Batta,Male,1978-07-17,B-,Police Constable,PC,1999-09-03,Dharwad,Dharwad,Kundagol PS,KUNDAGOL_PS
EMP004374,950570,Darpan Pillay,Female,1970-01-16,AB-,Police Constable,PC,2012-01-11,Dharwad,Kundgol,Dharwad CEN Crime PS,DHARWAD_CEN_CRIME_PS
EMP004375,145057,Oni Ray,Male,1994-05-31,O+,Police Constable,PC,2013-12-15,Dharwad,Kundgol,Dharwad CEN Crime PS,DHARWAD_CEN_CRIME_PS
EMP004376,633583,Caleb Seshadri,Female,1999-11-17,O-,Police Constable,PC,2015-10-22,Dharwad,Kundgol,Dharwad CEN Crime PS,DHARWAD_CEN_CRIME_PS
EMP004377,374443,Charles Pandit,Female,1976-10-26,AB+,Police Constable,PC,1999-12-20,Dharwad,Kundgol,Dharwad CEN Crime PS,DHARWAD_CEN_CRIME_PS
EMP004378,669782,Peter Sankaran,Female,1993-08-02,B-,Police Constable,PC,1999-11-03,Dharwad,Kundgol,Dharwad CEN Crime PS,DHARWAD_CEN_CRIME_PS
EMP004379,312912,Bimala Mand,Female,1989-09-30,AB-,Police Constable,PC,2005-10-18,Dharwad,Kundgol,Dharwad CEN Crime PS,DHARWAD_CEN_CRIME_PS
EMP004380,161538,Yuvraj Shankar,Male,1992-12-10,A+,Police Constable,PC,2024-11-10,Dharwad,Kundgol,Dharwad CEN Crime PS,DHARWAD_CEN_CRIME_PS
EMP004381,471484,Noah Bhattacharyya,Male,1989-06-10,AB+,Police Inspector,PI,2005-09-27,Dharwad,Kundgol,Dharwad CEN Crime PS,DHARWAD_CEN_CRIME_PS
EMP004382,427887,Chaitanya Nagar,Male,1993-10-28,O-,Head Constable,HC,2023-10-25,Dharwad,Kundgol,Dharwad CEN Crime PS,DHARWAD_CEN_CRIME_PS
EMP004383,115755,Meghana Narasimhan,Female,1977-01-09,A-,Police Constable,PC,1998-04-17,Dharwad,Kundgol,Dharwad CEN Crime PS,DHARWAD_CEN_CRIME_PS
EMP004384,622107,Harini Mani,Male,1991-11-28,B-,Police Constable,PC,2011-11-26,Dharwad,Kundgol,Dharwad CEN Crime PS,DHARWAD_CEN_CRIME_PS
EMP004385,491916,Pranit Raval,Male,2002-05-25,B+,Deputy Superintendent of Police,DySP,2007-05-18,Dharwad,Kundgol,Dharwad CEN Crime PS,DHARWAD_CEN_CRIME_PS
EMP004386,729552,Harrison Talwar,Male,2003-03-11,O-,Deputy Superintendent of Police,DySP,2016-12-03,Dharwad,Kundgol,Dharwad CEN Crime PS,DHARWAD_CEN_CRIME_PS
EMP004387,546759,Urvashi Vyas,Male,1979-10-22,O-,Head Constable,HC,2006-01-16,Dharwad,Kalghatgi,Old Hubli PS,OLD_HUBLI_PS
EMP004388,373928,Vedant Bhandari,Female,1974-03-11,B+,Police Constable,PC,1997-03-16,Dharwad,Kalghatgi,Old Hubli PS,OLD_HUBLI_PS
EMP004389,767025,Kevin Wali,Male,2002-01-09,A+,Head Constable,HC,2010-01-17,Dharwad,Kalghatgi,Old Hubli PS,OLD_HUBLI_PS
EMP004390,270527,Ganga Dhar,Male,1986-12-29,A-,Police Constable,PC,2016-02-20,Dharwad,Kalghatgi,Old Hubli PS,OLD_HUBLI_PS
EMP004391,980270,Mohammed Morar,Female,1971-07-16,B+,Head Constable,HC,2005-11-21,Dharwad,Kalghatgi,Old Hubli PS,OLD_HUBLI_PS
EMP004392,324410,Falak Pau,Male,1988-12-30,O-,Police Constable,PC,2009-01-24,Dharwad,Kalghatgi,Old Hubli PS,OLD_HUBLI_PS
EMP004393,646385,Samarth Lall,Female,2003-02-25,AB+,Additional Superintendent of Police,Addl. SP,2011-03-25,Dharwad,Kalghatgi,Old Hubli PS,OLD_HUBLI_PS
EMP004394,219413,Harrison Bose,Male,1980-02-20,B+,Head Constable,HC,2008-11-06,Dharwad,Kalghatgi,Old Hubli PS,OLD_HUBLI_PS
EMP004395,172550,Eesha Gara,Male,1997-06-21,A-,Police Inspector,PI,2008-11-10,Dharwad,Dharwad,Kasabapeth PS,KASABAPETH_PS
EMP004396,936892,Gauri Mander,Female,1978-05-31,AB-,Head Constable,HC,2004-08-22,Dharwad,Dharwad,Kasabapeth PS,KASABAPETH_PS
EMP004397,776460,Harrison Agarwal,Male,1994-05-15,O+,Police Constable,PC,2022-03-22,Dharwad,Dharwad,Kasabapeth PS,KASABAPETH_PS
EMP004398,131573,Isaac Aggarwal,Male,1982-08-06,B+,Deputy Inspector General of Police,DIG,2015-07-07,Dharwad,Dharwad,Kasabapeth PS,KASABAPETH_PS
EMP004399,155110,Omya Balay,Female,1983-08-03,AB-,Head Constable,HC,2022-03-04,Dharwad,Dharwad,Kasabapeth PS,KASABAPETH_PS
EMP004400,289112,Ridhi Krishnan,Male,1992-06-24,A+,Police Constable,PC,2011-04-22,Dharwad,Dharwad,Kasabapeth PS,KASABAPETH_PS
EMP004401,481740,Kashish Sule,Female,1979-05-29,O-,Police Constable,PC,2025-06-30,Dharwad,Dharwad,Kasabapeth PS,KASABAPETH_PS
EMP004402,912759,Ranveer Doctor,Female,1968-10-12,O+,Police Sub Inspector,PSI,1998-06-02,Dharwad,Dharwad,Kasabapeth PS,KASABAPETH_PS
EMP004403,361916,Girindra Yohannan,Female,1996-12-05,O-,Assistant Sub Inspector,ASI,2020-06-17,Dharwad,Hubballi Urban,Dharwad Rural PS,DHARWAD_RURAL_PS
EMP004404,396374,Anusha Contractor,Male,1992-04-24,AB+,Police Inspector,PI,2010-09-11,Dharwad,Hubballi Urban,Dharwad Rural PS,DHARWAD_RURAL_PS
EMP004405,768103,Chandresh Ramachandran,Female,1994-10-06,O+,Police Sub Inspector,PSI,2000-01-04,Dharwad,Hubballi Urban,Dharwad Rural PS,DHARWAD_RURAL_PS
EMP004406,973097,Edhitha Pandit,Male,1993-04-02,O+,Police Constable,PC,2024-12-02,Dharwad,Hubballi Urban,Dharwad Rural PS,DHARWAD_RURAL_PS
EMP004407,865529,Mason Puri,Female,1990-01-07,B+,Police Constable,PC,2013-04-22,Dharwad,Hubballi Urban,Dharwad Rural PS,DHARWAD_RURAL_PS
EMP004408,527932,Dayita Bains,Female,1998-10-05,A+,Police Constable,PC,2003-01-26,Dharwad,Hubballi Urban,Dharwad Rural PS,DHARWAD_RURAL_PS
EMP004409,343900,Azad Bhatt,Female,1997-12-15,A+,Police Sub Inspector,PSI,2013-01-06,Dharwad,Hubballi Urban,Dharwad Rural PS,DHARWAD_RURAL_PS
EMP004410,988561,Chaitaly Bumb,Male,1998-03-12,O-,Police Sub Inspector,PSI,2024-07-17,Dharwad,Hubballi Urban,Dharwad Rural PS,DHARWAD_RURAL_PS
EMP004411,397558,Anita Merchant,Male,1992-09-27,A-,Police Constable,PC,2002-11-13,Dharwad,Hubballi Urban,Dharwad Rural PS,DHARWAD_RURAL_PS
EMP004412,624946,Arunima Sankaran,Male,1995-11-14,A-,Police Constable,PC,2009-06-16,Dharwad,Hubballi Urban,Dharwad Rural PS,DHARWAD_RURAL_PS
EMP004413,769975,Sai Badal,Female,1978-07-07,O-,Head Constable,HC,2012-11-10,Dharwad,Navalgund,Vidyagiri PS,VIDYAGIRI_PS
EMP004414,648133,Anita Murthy,Female,1989-07-07,AB+,Police Constable,PC,2001-01-02,Dharwad,Navalgund,Vidyagiri PS,VIDYAGIRI_PS
EMP004415,598911,Idika Murthy,Male,1989-10-23,O-,Assistant Sub Inspector,ASI,2013-05-16,Dharwad,Navalgund,Vidyagiri PS,VIDYAGIRI_PS
EMP004416,118603,Xalak Thaman,Male,1982-04-25,B-,Police Constable,PC,2000-05-26,Dharwad,Navalgund,Vidyagiri PS,VIDYAGIRI_PS
EMP004417,615660,Eshana Shankar,Male,1989-11-03,B+,Assistant Sub Inspector,ASI,1998-11-30,Dharwad,Navalgund,Vidyagiri PS,VIDYAGIRI_PS
EMP004418,965095,Kashish Aggarwal,Female,1997-12-31,O+,Police Constable,PC,2010-10-30,Dharwad,Navalgund,Vidyagiri PS,VIDYAGIRI_PS
EMP004419,747521,Gautami Dora,Male,1988-05-17,B-,Police Constable,PC,2016-02-18,Dharwad,Navalgund,Vidyagiri PS,VIDYAGIRI_PS
EMP004420,925955,Urvi Zachariah,Male,2001-05-13,B-,Police Constable,PC,2010-12-10,Dharwad,Navalgund,Vidyagiri PS,VIDYAGIRI_PS
EMP004421,948685,Advika Din,Female,1971-09-07,O+,Police Constable,PC,2019-05-11,Dharwad,Navalgund,Vidyagiri PS,VIDYAGIRI_PS
EMP004422,392916,Xiti Kara,Male,1992-12-29,B-,Head Constable,HC,2013-09-07,Dharwad,Navalgund,Vidyagiri PS,VIDYAGIRI_PS
EMP004423,907123,Adya Chacko,Female,1989-10-01,AB+,Head Constable,HC,2022-12-27,Dharwad,Navalgund,Vidyagiri PS,VIDYAGIRI_PS
EMP004424,958794,Vedant Basu,Male,1976-09-30,O-,Police Constable,PC,2018-09-05,Dharwad,Navalgund,Vidyagiri PS,VIDYAGIRI_PS
EMP004425,780461,Ojas Tella,Female,1981-12-01,A-,Head Constable,HC,2012-03-29,Dharwad,Navalgund,Vidyagiri PS,VIDYAGIRI_PS
EMP004426,534892,Baljiwan Manne,Male,1979-03-04,O-,Head Constable,HC,2012-11-24,Dharwad,Navalgund,Vidyagiri PS,VIDYAGIRI_PS
EMP004427,306343,Osha Balakrishnan,Female,1988-05-23,A-,Head Constable,HC,2017-07-14,Dharwad,Navalgund,Vidyagiri PS,VIDYAGIRI_PS
EMP004428,124516,Gaurav Saraf,Female,2002-03-26,AB+,Assistant Sub Inspector,ASI,2004-09-01,Dharwad,Dharwad,Hubli Rural PS,HUBLI_RURAL_PS
EMP004429,179599,Charan Bassi,Female,1989-03-31,AB-,Police Sub Inspector,PSI,2025-01-15,Dharwad,Dharwad,Hubli Rural PS,HUBLI_RURAL_PS
EMP004430,355957,Balveer Deshpande,Male,2002-04-26,AB+,Police Constable,PC,2014-03-26,Dharwad,Dharwad,Hubli Rural PS,HUBLI_RURAL_PS
EMP004431,317882,Aditya Deshmukh,Male,1988-05-24,O-,Head Constable,HC,2001-08-14,Dharwad,Dharwad,Hubli Rural PS,HUBLI_RURAL_PS
EMP004432,987860,Janani Kalita,Female,1981-12-30,A+,Police Constable,PC,2025-04-01,Dharwad,Dharwad,Hubli Rural PS,HUBLI_RURAL_PS
EMP004433,624630,Anjali Bath,Female,1988-08-31,B+,Police Constable,PC,1997-09-02,Dharwad,Dharwad,Hubli Rural PS,HUBLI_RURAL_PS
EMP004434,371179,Chaitaly Dhillon,Male,1970-04-27,B+,Police Sub Inspector,PSI,2017-03-20,Dharwad,Dharwad,Hubli Rural PS,HUBLI_RURAL_PS
EMP004435,487143,Jack Dugar,Female,2000-06-21,B-,Police Constable,PC,2010-06-18,Dharwad,Dharwad,Hubli Rural PS,HUBLI_RURAL_PS
EMP004436,851985,Deepa Minhas,Male,1999-07-27,B-,Assistant Sub Inspector,ASI,2014-06-10,Dharwad,Dharwad,Hubli Rural PS,HUBLI_RURAL_PS
EMP004437,636934,Tristan Ratti,Male,1997-12-15,A-,Police Constable,PC,2015-06-04,Dharwad,Dharwad,Hubli Rural PS,HUBLI_RURAL_PS
EMP004438,248730,Ekbal Manne,Male,1988-03-12,O-,Deputy Superintendent of Police,DySP,2010-04-02,Dharwad,Dharwad,Hubli Rural PS,HUBLI_RURAL_PS
EMP004439,841743,Mitali Bajwa,Female,1973-08-27,AB-,Police Constable,PC,2005-03-17,Dharwad,Hubballi,Dharwad Sub-Urban PS,DHARWAD_SUB-URBAN_PS
EMP004440,252709,Siddharth Pal,Male,1994-07-17,B-,Head Constable,HC,2014-01-25,Dharwad,Hubballi,Dharwad Sub-Urban PS,DHARWAD_SUB-URBAN_PS
EMP004441,526742,Jagvi Mitra,Male,1994-09-12,AB+,Police Constable,PC,2009-02-26,Dharwad,Hubballi,Dharwad Sub-Urban PS,DHARWAD_SUB-URBAN_PS
EMP004442,282564,Chameli Varughese,Female,1991-07-23,A+,Police Sub Inspector,PSI,1996-12-05,Dharwad,Hubballi,Dharwad Sub-Urban PS,DHARWAD_SUB-URBAN_PS
EMP004443,435854,Harshil Sampath,Female,1988-09-25,B+,Police Constable,PC,1996-08-25,Dharwad,Hubballi,Dharwad Sub-Urban PS,DHARWAD_SUB-URBAN_PS
EMP004444,286414,Anmol Sem,Female,1970-03-03,AB+,Assistant Sub Inspector,ASI,2017-12-21,Dharwad,Hubballi,Dharwad Sub-Urban PS,DHARWAD_SUB-URBAN_PS
EMP004445,947841,Mohammed Gulati,Female,1989-05-25,AB+,Police Constable,PC,2023-02-20,Dharwad,Hubballi,Dharwad Sub-Urban PS,DHARWAD_SUB-URBAN_PS
EMP004446,240689,Aahana Murty,Female,1975-12-25,O-,Police Inspector,PI,2011-07-08,Dharwad,Hubballi,Dharwad Sub-Urban PS,DHARWAD_SUB-URBAN_PS
EMP004447,241364,Gunbir Datta,Female,1972-03-27,O+,Head Constable,HC,2013-09-17,Dharwad,Hubballi,Dharwad Sub-Urban PS,DHARWAD_SUB-URBAN_PS
EMP004448,490304,Chakradhar Bhargava,Male,1980-06-07,A-,Assistant Sub Inspector,ASI,2016-06-17,Gadag,Shirahatti,Gajendragad PS,GAJENDRAGAD_PS
EMP004449,944799,Sneha Venkatesh,Female,1995-11-05,AB+,Head Constable,HC,2002-03-11,Gadag,Shirahatti,Gajendragad PS,GAJENDRAGAD_PS
EMP004450,281181,Onveer Kade,Male,1981-05-15,B-,Police Sub Inspector,PSI,2006-03-08,Gadag,Shirahatti,Gajendragad PS,GAJENDRAGAD_PS
EMP004451,733317,Laksh Bala,Male,1969-04-30,B+,Police Constable,PC,2006-11-18,Gadag,Shirahatti,Gajendragad PS,GAJENDRAGAD_PS
EMP004452,253979,Turvi Devi,Male,2000-05-04,AB+,Superintendent of Police,SP,2023-05-18,Gadag,Shirahatti,Gajendragad PS,GAJENDRAGAD_PS
EMP004453,321818,Sachi Thaman,Male,1989-04-11,AB+,Head Constable,HC,2012-07-31,Gadag,Shirahatti,Gajendragad PS,GAJENDRAGAD_PS
EMP004454,608199,Darsh Deo,Female,1980-11-02,O-,Police Sub Inspector,PSI,1997-12-08,Gadag,Shirahatti,Gajendragad PS,GAJENDRAGAD_PS
EMP004455,932718,Baljiwan Lal,Female,1969-09-10,O-,Deputy Inspector General of Police,DIG,2016-09-05,Gadag,Shirahatti,Gajendragad PS,GAJENDRAGAD_PS
EMP004456,181107,Gaurav Chandran,Female,1975-07-30,B-,Police Constable,PC,2008-09-26,Gadag,Shirahatti,Gajendragad PS,GAJENDRAGAD_PS
EMP004457,756011,Nirja Amble,Male,1982-01-17,A-,Assistant Sub Inspector,ASI,2016-02-07,Gadag,Shirahatti,Gajendragad PS,GAJENDRAGAD_PS
EMP004458,694669,Anay Ghosh,Female,1992-12-21,B+,Police Sub Inspector,PSI,2013-10-11,Gadag,Shirahatti,Gajendragad PS,GAJENDRAGAD_PS
EMP004459,929220,Ekansh Virk,Female,1990-03-23,AB-,Police Constable,PC,2011-06-10,Gadag,Shirahatti,Gajendragad PS,GAJENDRAGAD_PS
EMP004460,266999,Kevin Saxena,Female,1991-06-06,A-,Assistant Sub Inspector,ASI,2024-06-11,Gadag,Shirahatti,Gajendragad PS,GAJENDRAGAD_PS
EMP004461,428486,Urmi Manda,Female,1981-08-30,A-,Police Constable,PC,2011-03-27,Gadag,Shirahatti,Gajendragad PS,GAJENDRAGAD_PS
EMP004462,153943,Kai Badal,Male,1994-03-16,AB-,Police Constable,PC,2005-05-18,Gadag,Shirahatti,Gajendragad PS,GAJENDRAGAD_PS
EMP004463,624419,Avni Zachariah,Female,1994-06-08,B+,Police Constable,PC,2013-04-06,Gadag,Shirahatti,Gajendragad PS,GAJENDRAGAD_PS
EMP004464,239247,Andrew Mammen,Female,1991-03-11,O+,Police Sub Inspector,PSI,2023-03-03,Gadag,Shirahatti,Gajendragad PS,GAJENDRAGAD_PS
EMP004465,194342,Vamakshi Issac,Male,1995-02-01,A+,Police Inspector,PI,2008-01-06,Gadag,Shirahatti,Gajendragad PS,GAJENDRAGAD_PS
EMP004466,620473,Faris Panchal,Male,1981-02-18,B+,Police Constable,PC,2018-10-08,Gadag,Mundargi,Nargund PS,NARGUND_PS
EMP004467,985412,Urvashi Oza,Male,2000-11-16,B-,Police Constable,PC,2011-03-21,Gadag,Mundargi,Nargund PS,NARGUND_PS
EMP004468,753754,Unnati Patla,Male,1983-02-09,O+,Police Sub Inspector,PSI,2020-10-30,Gadag,Mundargi,Nargund PS,NARGUND_PS
EMP004469,283176,Ekaja Bora,Male,1981-11-23,O-,Head Constable,HC,2019-01-05,Gadag,Mundargi,Nargund PS,NARGUND_PS
EMP004470,179543,Champak Upadhyay,Female,1990-09-09,B-,Head Constable,HC,2000-11-04,Gadag,Mundargi,Nargund PS,NARGUND_PS
EMP004471,318494,Vansha Bansal,Female,2000-08-15,B+,Police Inspector,PI,2005-11-15,Gadag,Mundargi,Nargund PS,NARGUND_PS
EMP004472,479236,Warhi Sethi,Female,1975-08-13,A+,Police Constable,PC,2013-10-27,Gadag,Mundargi,Nargund PS,NARGUND_PS
EMP004473,314010,Indrajit Palla,Male,1995-06-24,AB-,Head Constable,HC,2019-08-18,Gadag,Mundargi,Nargund PS,NARGUND_PS
EMP004474,860587,Ekaraj Lall,Female,1987-12-24,O-,Police Constable,PC,2008-08-15,Gadag,Mundargi,Nargund PS,NARGUND_PS
EMP004475,549561,Noah Shroff,Male,1987-02-27,O-,Head Constable,HC,2024-11-01,Gadag,Mundargi,Nargund PS,NARGUND_PS
EMP004476,691405,Yashvi Bandi,Male,1999-06-13,B+,Police Constable,PC,2014-11-23,Gadag,Shirahatti,Gadag Traffic PS,GADAG_TRAFFIC_PS
EMP004477,579360,Hemani Karpe,Male,2001-05-11,A-,Police Inspector,PI,2013-12-27,Gadag,Shirahatti,Gadag Traffic PS,GADAG_TRAFFIC_PS
EMP004478,976526,Caleb Varty,Female,1987-10-03,B+,Police Constable,PC,2025-06-17,Gadag,Shirahatti,Gadag Traffic PS,GADAG_TRAFFIC_PS
EMP004479,537517,Yadavi Gala,Male,1991-05-03,O-,Assistant Sub Inspector,ASI,2019-03-23,Gadag,Shirahatti,Gadag Traffic PS,GADAG_TRAFFIC_PS
EMP004480,491110,Tejas Ramakrishnan,Male,2004-02-01,A+,Police Constable,PC,2007-02-14,Gadag,Shirahatti,Gadag Traffic PS,GADAG_TRAFFIC_PS
EMP004481,256363,Amrita Borah,Female,1990-05-19,AB+,Police Sub Inspector,PSI,2024-01-08,Gadag,Shirahatti,Gadag Traffic PS,GADAG_TRAFFIC_PS
EMP004482,132879,Divya Nayak,Female,1985-04-23,O+,Head Constable,HC,2009-02-19,Gadag,Shirahatti,Gadag Traffic PS,GADAG_TRAFFIC_PS
EMP004483,128756,Upma Chaudhary,Male,1991-10-01,A-,Police Constable,PC,2005-04-12,Gadag,Shirahatti,Gadag Traffic PS,GADAG_TRAFFIC_PS
EMP004484,432190,Jason Agarwal,Female,1968-08-24,A+,Police Constable,PC,2023-05-10,Gadag,Shirahatti,Gadag Traffic PS,GADAG_TRAFFIC_PS
EMP004485,795053,Vasudha Badami,Male,1990-11-18,A-,Police Sub Inspector,PSI,2015-04-29,Gadag,Shirahatti,Gadag Traffic PS,GADAG_TRAFFIC_PS
EMP004486,305855,Nidra Naik,Male,1994-09-18,B+,Assistant Sub Inspector,ASI,2014-03-30,Gadag,Shirahatti,Gadag Traffic PS,GADAG_TRAFFIC_PS
EMP004487,203966,Mason Kata,Male,2003-07-03,A-,Deputy Inspector General of Police,DIG,1997-07-10,Gadag,Mundargi,Gadag CEN Crime PS,GADAG_CEN_CRIME_PS
EMP004488,564824,Kevin Kohli,Female,1998-04-28,O+,Police Constable,PC,2017-01-31,Gadag,Mundargi,Gadag CEN Crime PS,GADAG_CEN_CRIME_PS
EMP004489,793360,Rushil Seshadri,Female,1991-01-13,AB-,Police Constable,PC,2009-03-11,Gadag,Mundargi,Gadag CEN Crime PS,GADAG_CEN_CRIME_PS
EMP004490,440734,Hitesh Ramaswamy,Male,1971-06-02,B-,Head Constable,HC,2014-03-05,Gadag,Mundargi,Gadag CEN Crime PS,GADAG_CEN_CRIME_PS
EMP004491,796096,Hamsini Narasimhan,Female,1993-05-16,A-,Police Sub Inspector,PSI,2015-05-21,Gadag,Mundargi,Gadag CEN Crime PS,GADAG_CEN_CRIME_PS
EMP004492,799901,Pushti Kade,Male,1997-04-29,A+,Police Constable,PC,2023-07-01,Gadag,Mundargi,Gadag CEN Crime PS,GADAG_CEN_CRIME_PS
EMP004493,431792,Shivansh Singhal,Male,2003-02-19,O+,Head Constable,HC,2023-04-14,Gadag,Mundargi,Gadag CEN Crime PS,GADAG_CEN_CRIME_PS
EMP004494,475103,Irya Dixit,Male,1972-04-18,B+,Assistant Sub Inspector,ASI,2005-08-10,Gadag,Mundargi,Gadag CEN Crime PS,GADAG_CEN_CRIME_PS
EMP004495,705587,Bimala Setty,Female,2001-11-22,AB-,Head Constable,HC,1998-08-22,Gadag,Mundargi,Gadag CEN Crime PS,GADAG_CEN_CRIME_PS
EMP004496,999115,Andrew Babu,Female,1986-05-10,B+,Head Constable,HC,2010-11-13,Gadag,Mundargi,Gadag CEN Crime PS,GADAG_CEN_CRIME_PS
EMP004497,489987,Hiral Sanghvi,Female,1972-12-07,B-,Head Constable,HC,2003-08-23,Gadag,Mundargi,Gadag CEN Crime PS,GADAG_CEN_CRIME_PS
EMP004498,472207,Viraj Deol,Female,1972-12-10,A-,Police Constable,PC,1998-03-22,Gadag,Mundargi,Gadag CEN Crime PS,GADAG_CEN_CRIME_PS
EMP004499,227446,Karan Dutt,Female,1993-08-17,O+,Head Constable,HC,2005-08-13,Gadag,Mundargi,Gadag CEN Crime PS,GADAG_CEN_CRIME_PS
EMP004500,758790,Upasna Mani,Male,1990-08-12,AB+,Police Constable,PC,2010-04-05,Gadag,Mundargi,Gadag Women PS,GADAG_WOMEN_PS
EMP004501,822026,Triya Bansal,Female,2001-04-05,A-,Police Constable,PC,2023-04-13,Gadag,Mundargi,Gadag Women PS,GADAG_WOMEN_PS
EMP004502,403444,Lavanya Parekh,Male,1996-03-11,B+,Police Constable,PC,2006-07-23,Gadag,Mundargi,Gadag Women PS,GADAG_WOMEN_PS
EMP004503,915778,Henry Solanki,Male,1985-07-24,B-,Additional Director General of Police,ADGP,2008-05-04,Gadag,Mundargi,Gadag Women PS,GADAG_WOMEN_PS
EMP004504,779573,Anya Tara,Female,1998-03-15,O+,Police Constable,PC,1999-12-05,Gadag,Mundargi,Gadag Women PS,GADAG_WOMEN_PS
EMP004505,543358,Vasana Pal,Female,1997-08-15,A-,Police Constable,PC,2021-11-28,Gadag,Mundargi,Gadag Women PS,GADAG_WOMEN_PS
EMP004506,140242,Hritik Dewan,Male,2002-05-02,O-,Assistant Sub Inspector,ASI,2020-05-07,Gadag,Mundargi,Gadag Women PS,GADAG_WOMEN_PS
EMP004507,130032,Hredhaan Srinivas,Male,1978-12-13,A-,Head Constable,HC,2017-08-04,Gadag,Mundargi,Gadag Women PS,GADAG_WOMEN_PS
EMP004508,665896,Hemangini Venkataraman,Female,1986-05-28,AB+,Police Constable,PC,2017-04-13,Gadag,Mundargi,Gadag Women PS,GADAG_WOMEN_PS
EMP004509,648028,Arya Divan,Male,1970-11-25,O-,Police Constable,PC,2008-01-14,Gadag,Mundargi,Gadag Women PS,GADAG_WOMEN_PS
EMP004510,848003,Yash Sachdev,Female,1982-09-18,O-,Police Constable,PC,2013-04-09,Gadag,Mundargi,Gadag Women PS,GADAG_WOMEN_PS
EMP004511,307414,Fiyaz Nanda,Male,1984-10-13,O+,Deputy Superintendent of Police,DySP,2020-03-12,Gadag,Mundargi,Gadag Women PS,GADAG_WOMEN_PS
EMP004512,662862,Anmol Konda,Male,2000-10-20,O-,Police Constable,PC,2018-03-25,Gadag,Mundargi,Gadag Women PS,GADAG_WOMEN_PS
EMP004513,544879,Veer Sengupta,Female,1982-10-28,A+,Police Constable,PC,2005-09-18,Gadag,Mundargi,Gadag Women PS,GADAG_WOMEN_PS
EMP004514,171873,Daksha Borra,Female,1971-02-20,B-,Head Constable,HC,2025-07-01,Gadag,Mundargi,Betageri PS,BETAGERI_PS
EMP004515,231594,Harsh Hayre,Male,1988-06-12,AB-,Police Constable,PC,2006-03-06,Gadag,Mundargi,Betageri PS,BETAGERI_PS
EMP004516,662889,Aachal Natarajan,Female,2003-08-23,AB+,Police Constable,PC,2015-04-27,Gadag,Mundargi,Betageri PS,BETAGERI_PS
EMP004517,747462,Charita Kurian,Female,1999-10-29,AB+,Head Constable,HC,2013-08-18,Gadag,Mundargi,Betageri PS,BETAGERI_PS
EMP004518,721123,Ekanta Johal,Male,2002-06-10,AB-,Additional Superintendent of Police,Addl. SP,2001-12-20,Gadag,Mundargi,Betageri PS,BETAGERI_PS
EMP004519,884284,Fiyaz Buch,Female,1989-12-12,B+,Police Sub Inspector,PSI,2022-10-23,Gadag,Mundargi,Betageri PS,BETAGERI_PS
EMP004520,551437,Vinaya Pau,Female,2002-08-19,AB+,Police Constable,PC,2002-01-27,Gadag,Mundargi,Betageri PS,BETAGERI_PS
EMP004521,149865,Vyanjana Deo,Female,1988-06-14,A+,Police Sub Inspector,PSI,2001-11-25,Gadag,Mundargi,Betageri PS,BETAGERI_PS
EMP004522,460736,Manbir Nagi,Male,1970-04-22,A-,Police Constable,PC,2010-03-30,Gadag,Mundargi,Betageri PS,BETAGERI_PS
EMP004523,127428,Ikbal D’Alia,Male,1981-08-16,AB-,Police Sub Inspector,PSI,2013-12-09,Gadag,Mundargi,Betageri PS,BETAGERI_PS
EMP004524,285879,Dalbir Khosla,Male,1997-04-13,O-,Police Constable,PC,2008-11-18,Gadag,Ron,Lakshmeshwar PS,LAKSHMESHWAR_PS
EMP004525,898653,Keya Saran,Female,1985-10-22,O+,Head Constable,HC,2022-07-07,Gadag,Ron,Lakshmeshwar PS,LAKSHMESHWAR_PS
EMP004526,810515,Zaitra Sha,Male,1973-07-08,A+,Police Constable,PC,2013-02-08,Gadag,Ron,Lakshmeshwar PS,LAKSHMESHWAR_PS
EMP004527,151960,Veer Goda,Male,1977-05-14,AB-,Police Constable,PC,2018-01-11,Gadag,Ron,Lakshmeshwar PS,LAKSHMESHWAR_PS
EMP004528,851069,Charan Prabhu,Male,1993-12-01,O-,Head Constable,HC,2009-09-06,Gadag,Ron,Lakshmeshwar PS,LAKSHMESHWAR_PS
EMP004529,953709,Upkaar Zachariah,Male,1986-04-27,O-,Head Constable,HC,2020-03-14,Gadag,Ron,Lakshmeshwar PS,LAKSHMESHWAR_PS
EMP004530,855374,Bhanumati Peri,Male,1993-08-21,B+,Head Constable,HC,2014-09-28,Gadag,Ron,Lakshmeshwar PS,LAKSHMESHWAR_PS
EMP004531,513910,Krishna Mann,Female,1996-05-11,O-,Head Constable,HC,1997-07-10,Gadag,Ron,Lakshmeshwar PS,LAKSHMESHWAR_PS
EMP004532,567499,Vrinda Varkey,Female,1978-09-24,A-,Head Constable,HC,2011-09-20,Gadag,Mundargi,Naregal PS,NAREGAL_PS
EMP004533,574763,Chaitaly Tank,Male,1975-01-06,AB-,Police Constable,PC,2020-11-25,Gadag,Mundargi,Naregal PS,NAREGAL_PS
EMP004534,166700,Chaitaly D’Alia,Male,1982-04-07,O-,Police Inspector,PI,2010-12-02,Gadag,Mundargi,Naregal PS,NAREGAL_PS
EMP004535,350011,Gopal Kari,Male,1979-12-23,B+,Police Constable,PC,2010-01-28,Gadag,Mundargi,Naregal PS,NAREGAL_PS
