victim_id,case_id,victim_name,gender,age,occupation,injury_type,relationship_to_accused,address
VICT007522,CR006015,Chakradev Purohit,Other,21,Retired,Minor,Neighbour,"H.No. 49, Borah, Bhind 209180"
VICT007523,CR006016,Frado Banik,Other,58,Retired,Serious,Colleague,"02, Deshmukh Path, Surendranagar Dudhrej-065506"
VICT007524,CR006017,Eesha Sami,Other,22,Government Employee,None,Unknown,"H.No. 014, Lad Ganj, Siliguri 773730"
VICT007525,CR006018,Ishanvi Dixit,Other,89,Business,Minor,Family,"21/34, Kale Path, Phagwara-381908"
VICT007526,CR006019,Watika Radhakrishnan,Female,88,Government Employee,Minor,Unknown,"H.No. 81, Pandey Circle, Aurangabad 225389"
VICT007527,CR006020,Gaurika Lad,Other,27,Student,Minor,Neighbour,"39/75, Manda Zila, Amritsar-085862"
VICT007528,CR006021,Dayita Gokhale,Female,36,Retired,None,Unknown,"14/074, Lala Road, Delhi-092832"
VICT007529,CR006022,Jagrati Korpal,Female,54,Farmer,Minor,Stranger,"604, Kunda Street, Chinsurah-261587"
VICT007530,CR006023,Niharika Muni,Female,19,Business,Serious,Family,"H.No. 683, Arora Circle, Adoni-218763"
VICT007531,CR006024,Radhika Wali,Female,46,Retired,Minor,Neighbour,"19/18, Srivastava Ganj, Pali-024330"
VICT007532,CR006025,Lopa Lanka,Other,49,Private Employee,Serious,Family,"08, Bassi Zila, Thiruvananthapuram 993271"
VICT007533,CR006026,Zaid Kapoor,Other,38,Driver,Minor,Colleague,"32/91, Nayar, Sambalpur-035984"
VICT007534,CR006027,Ojas Mangal,Other,80,Labourer,None,Stranger,"926, Dani Chowk, Malegaon 971096"
VICT007535,CR006028,Hemang Dewan,Male,71,Farmer,Minor,Unknown,"165, Minhas Nagar, Mangalore-962086"
VICT007536,CR006029,Anmol Badami,Other,11,Retired,Minor,Friend,"38/34, Bhalla, Shahjahanpur 329121"
VICT007537,CR006030,Indrajit Andra,Male,41,Unemployed,Minor,Unknown,"79, Gupta Circle, Loni 843249"
VICT007538,CR006031,Mason Sankar,Male,81,Labourer,Serious,Friend,"96/45, Lad Ganj, Hubli–Dharwad 844881"
VICT007539,CR006032,Yatan Purohit,Other,72,Driver,Minor,Unknown,"95/41, Sem, Bhind-569037"
VICT007540,CR006032,Nidhi Kaul,Female,15,Unemployed,Minor,Friend,"H.No. 192, Saha Road, Erode-956233"
VICT007541,CR006033,Triya Kota,Other,23,Private Employee,None,Family,"H.No. 689, Khosla Road, Thrissur-183192"
VICT007542,CR006034,Vansha Gade,Other,81,Driver,Minor,Stranger,"H.No. 40, Ravel Ganj, Panvel 762211"
VICT007543,CR006035,Anjali Ghose,Female,19,Retired,None,Friend,"38/52, Pradhan Chowk, Thrissur-425796"
VICT007544,CR006035,Alexander Choudhary,Other,88,Driver,None,Unknown,"H.No. 645, Kuruvilla, Chapra-368587"
VICT007545,CR006036,Ladli Barad,Female,29,Business,Fatal,Unknown,"H.No. 112, Batra Street, Hapur 636324"
VICT007546,CR006037,Ikshita Krish,Female,1,Driver,Serious,Unknown,"H.No. 43, Chacko Circle, Khandwa 710747"
VICT007547,CR006038,Isaiah Dube,Male,29,Driver,None,Unknown,"H.No. 341, Narayanan Zila, Tezpur-471326"
VICT007548,CR006039,Hemani Soni,Other,15,Student,Minor,Unknown,"29, Memon Zila, Pudukkottai-905549"
VICT007549,CR006040,Chatresh Viswanathan,Male,9,Student,Serious,Family,"332, Varkey, Machilipatnam-186294"
VICT007550,CR006041,Aarush Borra,Male,64,Self Employed,None,Stranger,"H.No. 84, Devi, Udupi-938094"
VICT007551,CR006041,Aradhana Shroff,Other,69,Housewife,None,Stranger,"257, Tella Chowk, Dindigul-326765"
VICT007552,CR006042,Noah Suresh,Male,31,Government Employee,None,Family,"H.No. 166, Purohit Circle, Ichalkaranji 650687"
VICT007553,CR006043,Sudiksha Rajagopalan,Female,62,Government Employee,Minor,Neighbour,"279, Swaminathan, Motihari 238634"
VICT007554,CR006044,Brinda Ramanathan,Female,37,Private Employee,None,Unknown,"41/46, Soman Chowk, Jamnagar-975106"
VICT007555,CR006045,Tanmayi Nadkarni,Female,31,Self Employed,Serious,Stranger,"H.No. 20, Mani Nagar, Muzaffarnagar-093747"
VICT007556,CR006046,Sai Chaudry,Male,15,Private Employee,None,Colleague,"18/267, Buch Zila, Deoghar-705360"
VICT007557,CR006047,Balendra Badal,Other,23,Private Employee,None,Neighbour,"37/24, Kota Street, Sri Ganganagar-692879"
VICT007558,CR006048,Gaurika Krish,Female,50,Housewife,Minor,Colleague,"H.No. 66, Sura Zila, Bihar Sharif 749190"
VICT007559,CR006049,Gautami Shere,Other,80,Housewife,None,Unknown,"H.No. 23, Garde Circle, Agartala-897273"
VICT007560,CR006050,Pooja Anand,Female,69,Labourer,None,Colleague,"H.No. 73, Vora Zila, Noida 612844"
VICT007561,CR006050,Lucky Deo,Male,19,Housewife,Minor,Neighbour,"H.No. 667, Ratta Road, Rampur 235853"
VICT007562,CR006050,Varsha Tripathi,Other,30,Labourer,Serious,Unknown,"59/370, Bhasin, Alappuzha-990596"
VICT007563,CR006051,Aarnav Dash,Other,20,Private Employee,None,Unknown,"33/280, Minhas Ganj, Shimla-205662"
VICT007564,CR006052,Anjali Krishnan,Female,45,Government Employee,Minor,Colleague,"43/82, Divan Road, Raiganj 900310"
VICT007565,CR006053,Azad Sura,Male,88,Student,None,Stranger,"075, Bava Ganj, Satara-992697"
VICT007566,CR006054,Fitan Nagarajan,Male,72,Unemployed,Serious,Colleague,"757, Chawla Ganj, Surat 132712"
VICT007567,CR006055,Nidra Dhingra,Female,27,Retired,None,Unknown,"639, Uppal Street, Kavali-584389"
VICT007568,CR006056,Deepa Bhatt,Female,71,Labourer,Serious,Family,"H.No. 754, Bahl Chowk, Jamalpur 635164"
VICT007569,CR006057,Prisha Lata,Other,37,Private Employee,Minor,Friend,"75/70, Sandhu Path, Navi Mumbai 968533"
VICT007570,CR006058,Arin Singhal,Male,45,Unemployed,None,Stranger,"40/21, Warrior Road, Amravati-095158"
VICT007571,CR006059,Samaksh Balasubramanian,Male,76,Unemployed,Minor,Friend,"28, Kapur, Nangloi Jat-813575"
VICT007572,CR006060,Lakshmi Narayanan,Other,17,Student,Minor,Friend,"65, Vala Circle, Mahbubnagar 963289"
VICT007573,CR006061,Amrita Sanghvi,Other,61,Government Employee,None,Neighbour,"13/785, Upadhyay Circle, Begusarai 080575"
VICT007574,CR006061,Manan Solanki,Male,73,Private Employee,Serious,Friend,"H.No. 69, Chokshi Marg, Kulti-989208"
VICT007575,CR006061,Noah Koshy,Male,19,Labourer,Minor,Stranger,"H.No. 162, Prabhu, Noida 512761"
VICT007576,CR006062,Upkaar Agrawal,Male,46,Business,Minor,Family,"H.No. 32, Agarwal, Muzaffarpur-086461"
VICT007577,CR006063,Rushil Pandey,Male,73,Farmer,None,Unknown,"H.No. 063, Kade Zila, Bareilly 099799"
VICT007578,CR006063,Dayita Doshi,Female,73,Labourer,None,Friend,"103, Mody Chowk, Anand-332396"
VICT007579,CR006064,Advik Vyas,Male,80,Driver,None,Stranger,"56/871, Ratti Ganj, Delhi 753233"
VICT007580,CR006065,Chatura Rao,Other,41,Retired,Minor,Unknown,"86/81, Sheth Street, Sambhal-924267"
VICT007581,CR006066,Chanchal Wable,Female,54,Private Employee,None,Unknown,"H.No. 692, Mani, Durgapur 815430"
VICT007582,CR006066,Oliver Bahl,Male,38,Driver,None,Family,"517, Arya Nagar, Rajkot 171661"
VICT007583,CR006066,Rajeshri Chaudhuri,Other,29,Farmer,None,Neighbour,"57, Keer Street, Durg-342886"
VICT007584,CR006067,Falguni Ramanathan,Female,69,Student,Minor,Family,"96/66, Bhasin Circle, Mirzapur 068972"
VICT007585,CR006068,Harita Warrior,Other,16,Student,None,Unknown,"27, Prabhu Nagar, Bokaro-257503"
VICT007586,CR006069,Januja Singhal,Other,19,Retired,Serious,Family,"66/681, Rege Circle, Berhampore-726771"
VICT007587,CR006070,Yashvi Pillay,Other,41,Government Employee,Serious,Stranger,"H.No. 62, Thakur Chowk, Jamshedpur-655158"
VICT007588,CR006070,Jagdish Jaggi,Male,89,Student,None,Friend,"H.No. 26, Babu Marg, Raurkela Industrial Township-090236"
VICT007589,CR006071,Siya Divan,Female,57,Housewife,Fatal,Friend,"89, Saran, Pali 723947"
VICT007590,CR006072,Owen Mann,Other,47,Retired,Minor,Neighbour,"28/41, Shan Path, New Delhi-488109"
VICT007591,CR006073,Daniel Vora,Male,84,Retired,Minor,Family,"58/11, Brar Zila, Rampur-985727"
VICT007592,CR006073,Yashawini Dixit,Other,7,Private Employee,None,Friend,"23/18, Rege Ganj, Bijapur 073618"
VICT007593,CR006074,Lipika Edwin,Female,71,Business,Minor,Friend,"H.No. 510, Dutt Path, Begusarai-812754"
VICT007594,CR006074,Yashica Majumdar,Female,42,Unemployed,Serious,Neighbour,"H.No. 43, Cheema Road, Bhagalpur 521046"
VICT007595,CR006075,Anjali Vora,Female,86,Farmer,Serious,Unknown,"489, Aggarwal Marg, Khora -615558"
VICT007596,CR006075,Warjas Baral,Other,8,Private Employee,Serious,Family,"H.No. 875, Krish Road, Kolkata 570891"
VICT007597,CR006075,Ekavir Deshmukh,Other,71,Private Employee,Minor,Unknown,"92/153, Dyal Circle, Madurai 472283"
VICT007598,CR006076,Lajita Barad,Female,50,Driver,Minor,Colleague,"37, Lad Ganj, Ramgarh-405802"
VICT007599,CR006076,Falan Gokhale,Male,42,Government Employee,Fatal,Colleague,"H.No. 213, Narain Marg, Tirupati-652765"
VICT007600,CR006077,Chaitaly Behl,Female,19,Private Employee,Serious,Friend,"82, Hegde Chowk, Vijayawada-145423"
VICT007601,CR006078,Oliver Krish,Male,56,Farmer,Minor,Neighbour,"56, Chauhan Zila, Shahjahanpur 638205"
VICT007602,CR006079,Lavanya Chauhan,Female,82,Housewife,Serious,Stranger,"77, Ray Chowk, Ghaziabad-278233"
VICT007603,CR006080,Ekapad Dalal,Male,80,Housewife,Serious,Stranger,"17/856, Bhalla Nagar, Farrukhabad 090200"
VICT007604,CR006080,Ekani Sawhney,Female,52,Business,Minor,Friend,"75/504, Pai Nagar, Warangal 851703"
VICT007605,CR006080,Watika Zachariah,Female,33,Labourer,Minor,Friend,"63/263, Madan Path, Nadiad-110120"
VICT007606,CR006081,Teerth Acharya,Other,26,Housewife,None,Unknown,"41/420, Basu Zila, Mehsana 251001"
VICT007607,CR006082,Karan Sangha,Other,13,Farmer,None,Stranger,"H.No. 895, Gala, Pali 156827"
VICT007608,CR006082,Unni Choudhury,Female,75,Private Employee,Minor,Unknown,"H.No. 81, Mital Circle, Giridih-026483"
VICT007609,CR006082,Neelima Mohan,Female,50,Private Employee,Minor,Unknown,"76/976, Sem Zila, Pune 725832"
VICT007610,CR006083,Yashoda Hora,Female,47,Self Employed,None,Family,"H.No. 585, Dyal Marg, Rajkot-796992"
VICT007611,CR006083,Radhika Venkatesh,Other,6,Business,Minor,Family,"06/88, Sen Road, Nanded-786149"
VICT007612,CR006083,Hardik Mangat,Other,87,Government Employee,Minor,Unknown,"54/196, Dhaliwal, Haldia-677856"
VICT007613,CR006084,Ira Varughese,Other,47,Driver,None,Unknown,"50, Amble Nagar, Mathura-520807"
VICT007614,CR006084,Samar Shere,Male,71,Farmer,None,Neighbour,"88/65, Manda Road, Gandhinagar 047562"
VICT007615,CR006085,Watika Sridhar,Female,82,Business,Minor,Family,"88/05, Wali Marg, Alwar 361041"
VICT007616,CR006086,Vaishnavi Acharya,Female,61,Government Employee,Fatal,Stranger,"00/56, Koshy Ganj, Bihar Sharif 574765"
VICT007617,CR006087,Yasti Sem,Female,65,Private Employee,Minor,Family,"H.No. 26, Garg Road, Pudukkottai 151438"
VICT007618,CR006087,Zinal Nigam,Female,21,Self Employed,None,Friend,"60/30, Narasimhan Chowk, Kozhikode-789556"
VICT007619,CR006088,Dhruv Rastogi,Other,32,Self Employed,Minor,Friend,"H.No. 66, Mann Nagar, Gangtok-912910"
VICT007620,CR006089,Frederick Murty,Male,23,Student,Minor,Stranger,"H.No. 72, Mani Marg, Nangloi Jat-454796"
VICT007621,CR006089,Ishwar Kala,Male,17,Housewife,None,Neighbour,"H.No. 324, Solanki Path, Ranchi 176297"
VICT007622,CR006090,Suhani Mandal,Female,1,Housewife,Minor,Unknown,"14/74, Bhardwaj Street, Satna-788541"
VICT007623,CR006091,Gaurav Jayaraman,Male,9,Retired,Minor,Friend,"H.No. 91, Merchant Street, Navi Mumbai 515939"
VICT007624,CR006092,Aarav Khurana,Male,59,Self Employed,None,Friend,"H.No. 40, Rout Street, Hindupur-299881"
VICT007625,CR006093,Ojas Andra,Male,11,Self Employed,Serious,Friend,"04/30, Balasubramanian Street, Narasaraopet 741608"
VICT007626,CR006093,Abdul Raja,Male,66,Labourer,Minor,Stranger,"997, Radhakrishnan Marg, Sambhal-625108"
VICT007627,CR006094,Hamsini Bora,Female,85,Private Employee,Fatal,Colleague,"15/00, Karan, Durgapur-300432"
VICT007628,CR006095,Lakshit Sandhu,Other,39,Government Employee,None,Colleague,"84, Mand Zila, Sultan Pur Majra 453674"
VICT007629,CR006096,Nimrat Gulati,Female,24,Government Employee,None,Unknown,"H.No. 83, Kala Zila, Guna 318216"
VICT007630,CR006097,Kashish Brahmbhatt,Female,34,Student,Minor,Colleague,"12/891, Hora Ganj, Kakinada 454529"
VICT007631,CR006098,Mekhala Ahluwalia,Female,63,Retired,None,Stranger,"820, Chada Path, Mysore-369059"
VICT007632,CR006099,Fariq Shroff,Other,14,Self Employed,Minor,Friend,"H.No. 46, Pant Ganj, Satara-999842"
VICT007633,CR006100,Nachiket Patel,Male,59,Driver,Serious,Family,"H.No. 15, Raval Path, Bettiah-709671"
VICT007634,CR006100,Chandani Agrawal,Other,19,Housewife,None,Colleague,"94/526, Pal Nagar, Naihati-604454"
VICT007635,CR006101,Sai Deshpande,Other,24,Self Employed,Minor,Neighbour,"635, Shroff Zila, Alappuzha 943265"
VICT007636,CR006102,Caleb Bajaj,Male,66,Government Employee,Serious,Colleague,"724, Ghose Ganj, Panvel 886616"
VICT007637,CR006102,Vrishti Datta,Female,76,Government Employee,None,Neighbour,"44, Pai Marg, Aurangabad-495631"
VICT007638,CR006103,Jeremiah Narain,Male,71,Housewife,Minor,Friend,"99/81, Vaidya Zila, Jamnagar-865473"
VICT007639,CR006103,Radha Bhatti,Other,82,Farmer,Minor,Neighbour,"87/705, Mody Marg, Thane 112594"
VICT007640,CR006103,Qushi Som,Female,26,Self Employed,None,Stranger,"H.No. 03, Ram Chowk, Pudukkottai-182643"
VICT007641,CR006104,Eshana Nayak,Other,71,Student,Minor,Family,"09/631, Cherian Street, Kurnool 890107"
VICT007642,CR006105,Hredhaan Kade,Male,47,Retired,Minor,Unknown,"H.No. 313, Chakrabarti Nagar, Unnao 907944"
VICT007643,CR006106,Faraj Naidu,Male,35,Farmer,Minor,Family,"14, Singh Street, Bhusawal 409842"
VICT007644,CR006107,Triya Pathak,Other,90,Farmer,None,Friend,"H.No. 819, Kothari Zila, Phusro-784758"
VICT007645,CR006108,Nathan Srinivasan,Other,64,Self Employed,Minor,Colleague,"H.No. 939, Handa Road, Jaipur-425670"
VICT007646,CR006109,Daniel Jaggi,Male,18,Student,Minor,Friend,"41/19, Vig, Rajpur Sonarpur-435046"
VICT007647,CR006110,Aarna Parsa,Other,43,Student,Minor,Family,"369, Agate Street, Medininagar 570649"
VICT007648,CR006111,Yuvraj Loke,Other,32,Student,None,Colleague,"53, Thaman, Haldia 386322"
VICT007649,CR006112,Ati Ravel,Other,28,Housewife,Minor,Neighbour,"206, Vig Marg, Haldia 758786"
VICT007650,CR006113,Jagrati Kata,Female,59,Unemployed,Minor,Friend,"01, Bir Circle, Guntakal-865103"
VICT007651,CR006113,Urvi Sheth,Female,57,Retired,Minor,Unknown,"04, Yadav Street, Howrah-989651"
VICT007652,CR006114,Dayita Mammen,Female,28,Housewife,Serious,Friend,"067, Banerjee Ganj, Loni-157203"
VICT007653,CR006115,Girindra Vyas,Male,66,Labourer,Serious,Friend,"95/46, Hora, Varanasi 554219"
VICT007654,CR006116,Sarthak Master,Other,39,Business,Minor,Family,"586, Datta Ganj, Tiruvottiyur 546090"
VICT007655,CR006117,Hemal Jani,Female,63,Unemployed,None,Unknown,"422, Bhakta Marg, Darbhanga 844281"
VICT007656,CR006118,Garima Kanda,Female,89,Private Employee,Minor,Unknown,"85/830, Halder Ganj, Mango-343389"
VICT007657,CR006119,Ishani Chahal,Female,49,Self Employed,Minor,Neighbour,"403, Vaidya Nagar, Nadiad 621611"
VICT007658,CR006120,Ansh Raju,Male,9,Housewife,Minor,Neighbour,"H.No. 76, Chopra Zila, Ramagundam-835726"
VICT007659,CR006121,Yamini Ravel,Other,31,Retired,Serious,Neighbour,"H.No. 96, Seth Circle, Nanded 356407"
VICT007660,CR006122,Ronith Goyal,Other,28,Farmer,Minor,Friend,"90, Sangha Chowk, Buxar-498218"
VICT007661,CR006123,Oscar Gokhale,Male,28,Government Employee,None,Friend,"971, Saha Circle, Mira-Bhayandar 495099"
VICT007662,CR006124,Oliver Ganesan,Male,51,Retired,None,Neighbour,"958, Saraf Chowk, Phusro-987356"
VICT007663,CR006125,Chaitaly Chanda,Female,3,Government Employee,None,Family,"727, Ganguly Marg, Ludhiana 253146"
VICT007664,CR006125,Tristan Lad,Other,62,Government Employee,None,Family,"69/148, Atwal Nagar, Durg-654575"
VICT007665,CR006126,Champak Jain,Other,83,Business,None,Colleague,"13/51, Dey Zila, Hindupur-426091"
VICT007666,CR006126,Upadhriti Kalla,Female,71,Student,Serious,Colleague,"H.No. 47, Rajagopalan Road, Jamalpur-672422"
VICT007667,CR006127,Zarna Mahal,Female,83,Business,None,Family,"H.No. 22, Sankaran Road, Kurnool 131000"
VICT007668,CR006128,Udyati Tara,Female,37,Student,Minor,Colleague,"49, Sodhi Chowk, Avadi-070652"
VICT007669,CR006129,Eesha Thakur,Female,19,Housewife,Serious,Stranger,"H.No. 77, Mand Circle, Amritsar-229549"
VICT007670,CR006130,Falak Krish,Female,53,Driver,Fatal,Unknown,"08/440, Murty Street, Aizawl 413651"
VICT007671,CR006131,Kamya Mane,Female,73,Government Employee,None,Family,"77/39, Sani Street, Patna-138370"
VICT007672,CR006132,Raksha Bedi,Other,24,Unemployed,Fatal,Neighbour,"H.No. 646, Mandal Chowk, Pune 444117"
VICT007673,CR006132,Laban Ben,Male,68,Housewife,Serious,Unknown,"11, Trivedi Ganj, Moradabad-683551"
VICT007674,CR006133,Ijaya Kata,Other,90,Self Employed,Minor,Unknown,"157, Chaudhary Chowk, Junagadh-613110"
VICT007675,CR006134,Aryan Korpal,Male,20,Government Employee,Minor,Stranger,"10, Korpal Chowk, Cuttack 311377"
VICT007676,CR006135,Harini Sidhu,Other,38,Unemployed,Fatal,Colleague,"53/604, Nagar Marg, Bally-858551"
VICT007677,CR006136,Tripti Dubey,Female,88,Driver,Minor,Family,"H.No. 577, Chopra Circle, Madhyamgram 358091"
VICT007678,CR006136,Ishanvi Patla,Other,38,Self Employed,Serious,Colleague,"62/301, Bora Nagar, Dehradun 708220"
VICT007679,CR006136,Nathan Apte,Male,7,Labourer,Serious,Family,"H.No. 82, Srivastava Zila, Medininagar 542855"
VICT007680,CR006137,Aarav Magar,Male,52,Retired,None,Stranger,"H.No. 239, Chadha Zila, Satara-549865"
VICT007681,CR006138,Zaid Mangat,Other,86,Retired,Serious,Neighbour,"30/24, Dayal Zila, Bhiwandi-071660"
VICT007682,CR006139,Naksh Pandit,Male,63,Unemployed,Minor,Neighbour,"786, Sankar Nagar, Jamnagar 318754"
VICT007683,CR006140,Zayan Khosla,Male,32,Labourer,Minor,Neighbour,"21/341, Chandra Path, Dindigul-086250"
VICT007684,CR006141,Chanakya Agarwal,Other,23,Housewife,Minor,Unknown,"913, Dara Zila, Thrissur-361308"
VICT007685,CR006141,Bahadurjit Lanka,Male,66,Government Employee,None,Neighbour,"H.No. 46, Rajagopalan Ganj, Allahabad 036355"
VICT007686,CR006142,Yasti Narula,Other,38,Driver,Serious,Stranger,"16/001, Malhotra Circle, Tiruchirappalli 795864"
VICT007687,CR006142,Urmi Sachdeva,Female,34,Driver,Serious,Unknown,"723, Patla Road, Yamunanagar 817500"
VICT007688,CR006143,Bishakha Bhat,Other,78,Student,None,Friend,"45, Banik Nagar, Belgaum-072450"
VICT007689,CR006144,Harrison Sandhu,Other,21,Retired,None,Stranger,"65/983, Narang Ganj, Mahbubnagar-853805"
VICT007690,CR006145,Ranbir Contractor,Other,18,Unemployed,None,Stranger,"13, Kant, Vellore-316721"
VICT007691,CR006146,Dhriti Bhardwaj,Female,67,Retired,Fatal,Colleague,"48/711, Walla Nagar, Kalyan-Dombivli-415531"
VICT007692,CR006147,Samesh Ramanathan,Male,1,Government Employee,Fatal,Colleague,"31/84, Krishnamurthy Nagar, Guntur-573824"
VICT007693,CR006148,Isha Thaker,Female,21,Government Employee,Minor,Unknown,"14/155, Kulkarni Marg, Raebareli 356475"
VICT007694,CR006149,Arunima Chopra,Other,57,Government Employee,Minor,Colleague,"49/911, Mangat Zila, Serampore-684223"
VICT007695,CR006150,Turvi Lala,Female,15,Unemployed,None,Stranger,"H.No. 814, Dutta Street, Unnao 850649"
VICT007696,CR006150,Yoshita Kumer,Female,12,Student,Minor,Friend,"H.No. 213, Wason Path, Thanjavur 376903"
VICT007697,CR006151,Aarav Shenoy,Male,53,Private Employee,Minor,Unknown,"58/59, Vasa Path, Jaunpur-164462"
VICT007698,CR006152,Maanav Nagi,Male,62,Private Employee,Minor,Colleague,"H.No. 893, Panchal Road, Gurgaon 257914"
VICT007699,CR006153,Pooja Narayanan,Female,10,Housewife,Minor,Unknown,"H.No. 40, Bali Chowk, Ratlam 732972"
VICT007700,CR006153,Upma Chad,Female,56,Self Employed,Minor,Unknown,"H.No. 962, Chadha Circle, Pune 704364"
VICT007701,CR006153,Forum Jayaraman,Other,51,Unemployed,Minor,Family,"491, Varghese Chowk, Jalandhar-518794"
VICT007702,CR006154,Laban Nair,Male,31,Farmer,Minor,Colleague,"76/969, Dua Path, Proddatur-039057"
VICT007703,CR006155,Praneel Som,Male,23,Business,Fatal,Friend,"999, Sur Ganj, Tiruvottiyur 336813"
VICT007704,CR006156,Yadavi Chandran,Female,73,Housewife,None,Neighbour,"75, Balan Path, Guna 084138"
VICT007705,CR006157,Raksha Bath,Female,49,Business,None,Colleague,"91, Desai Chowk, Haridwar 093909"
VICT007706,CR006158,Harsh Krishnamurthy,Male,22,Retired,None,Stranger,"86, Naik Circle, Madhyamgram 472731"
VICT007707,CR006159,Amrita Divan,Other,13,Business,Minor,Family,"939, Ghose Marg, Rajahmundry 961353"
VICT007708,CR006160,Zashil Bajaj,Male,56,Housewife,Minor,Colleague,"H.No. 88, Solanki Chowk, Morbi-968521"
VICT007709,CR006161,Ati Hegde,Other,36,Private Employee,Fatal,Family,"H.No. 499, Chandran Zila, Ramagundam 023169"
VICT007710,CR006162,Udyati Kalita,Female,24,Private Employee,Minor,Family,"H.No. 04, Dar Circle, Morena 587840"
VICT007711,CR006163,Harish Shroff,Male,32,Private Employee,Serious,Family,"H.No. 732, Oak Ganj, Hubli–Dharwad 062574"
VICT007712,CR006164,Rishi Balasubramanian,Male,14,Self Employed,None,Stranger,"851, Padmanabhan Chowk, Tiruppur-427869"
VICT007713,CR006165,Vamakshi Pillai,Other,1,Student,None,Unknown,"66/511, Badal Nagar, Muzaffarnagar-923957"
VICT007714,CR006166,Anvi Majumdar,Female,25,Housewife,Serious,Unknown,"H.No. 79, Ravel Road, Vellore 037662"
VICT007715,CR006167,Urmi Buch,Female,74,Business,Minor,Stranger,"31, Morar Nagar, Parbhani-068206"
VICT007716,CR006168,Raagini Nanda,Other,67,Labourer,None,Family,"18/331, Koshy Path, Jabalpur-816518"
VICT007717,CR006169,Barkha Arora,Other,75,Business,Minor,Stranger,"H.No. 21, Badami Circle, Sonipat-171900"
VICT007718,CR006170,Jagvi Gara,Female,46,Private Employee,Minor,Neighbour,"47/493, Rattan Nagar, Jhansi-401207"
VICT007719,CR006171,Aahana Yadav,Female,61,Retired,Minor,Stranger,"96/900, Narayan Marg, Amaravati 954939"
VICT007720,CR006172,Falak Shanker,Female,20,Labourer,None,Neighbour,"H.No. 90, Trivedi Marg, Moradabad-463847"
VICT007721,CR006173,Aadi Shah,Other,79,Business,Minor,Unknown,"H.No. 37, Guha Path, Tiruppur-836136"
VICT007722,CR006173,Harshil Varghese,Male,41,Retired,Minor,Colleague,"H.No. 01, Zachariah Zila, Sirsa-607937"
VICT007723,CR006174,Bhanumati Vasa,Female,61,Business,None,Family,"13/436, Sawhney Zila, Serampore 807595"
VICT007724,CR006175,Ekbal Mohan,Male,16,Retired,Minor,Stranger,"91/84, Patil Nagar, Ahmednagar-906643"
VICT007725,CR006176,Laban Wali,Male,17,Unemployed,None,Stranger,"H.No. 07, Yadav Street, Kota 164528"
VICT007726,CR006177,Qarin Prabhakar,Male,69,Government Employee,Serious,Stranger,"430, Datta Ganj, Chapra 534369"
VICT007727,CR006178,Jyoti Yadav,Female,36,Unemployed,Serious,Unknown,"80/69, Sha Path, Parbhani-572551"
VICT007728,CR006179,Dayita Seshadri,Female,62,Retired,None,Neighbour,"92/73, Chakrabarti Chowk, Karnal 779400"
VICT007729,CR006180,Qushi Tandon,Female,16,Government Employee,None,Family,"60/29, Gill, Bhimavaram 934653"
VICT007730,CR006181,Vihaan Wagle,Male,57,Retired,Serious,Family,"94, Sinha Road, Silchar-905224"
VICT007731,CR006182,Noah Sachar,Other,73,Self Employed,Fatal,Stranger,"H.No. 57, Desai Ganj, Maheshtala 205468"
VICT007732,CR006183,Ishaan Atwal,Other,61,Student,Minor,Stranger,"H.No. 92, Rege Zila, Gorakhpur-514726"
VICT007733,CR006183,Jairaj Palla,Male,21,Student,Minor,Friend,"59/382, Buch Street, Nagaon-091139"
VICT007734,CR006183,Balvan Krishna,Other,45,Student,None,Friend,"H.No. 631, Warrior Circle, Aurangabad-464624"
VICT007735,CR006184,Fitan Bhagat,Other,27,Government Employee,Minor,Friend,"08/14, Pathak Path, Guntakal 213363"
VICT007736,CR006185,Hredhaan Divan,Male,51,Government Employee,Minor,Unknown,"24/66, Lall Ganj, Dehradun-738803"
VICT007737,CR006186,Wakeeta Sarkar,Female,75,Driver,Minor,Stranger,"24, Pal Chowk, Mahbubnagar 720298"
VICT007738,CR006187,Logan Varma,Male,50,Government Employee,Serious,Unknown,"92/453, Contractor Street, Raiganj 714706"
VICT007739,CR006188,Nicholas Natt,Male,69,Self Employed,Minor,Unknown,"H.No. 265, Wable Path, Anantapur 627259"
VICT007740,CR006189,Tripti Gill,Female,53,Unemployed,None,Family,"01/576, Krish Nagar, Agra-536387"
VICT007741,CR006190,Daniel Banerjee,Male,44,Self Employed,Minor,Friend,"164, Hans Street, Mirzapur 174715"
VICT007742,CR006191,Amol Kale,Male,54,Housewife,Minor,Friend,"66/389, Bose Marg, Kamarhati-788963"
VICT007743,CR006192,Rayaan Dube,Male,69,Retired,Minor,Friend,"146, Iyer Circle, Bidhannagar-344892"
VICT007744,CR006193,Urmi De,Other,55,Self Employed,Minor,Family,"86/624, Gandhi Ganj, Rohtak 362468"
VICT007745,CR006194,Patrick Pandit,Male,72,Farmer,None,Stranger,"H.No. 91, Hari Road, Farrukhabad-232338"
VICT007746,CR006195,Wridesh Kulkarni,Male,78,Driver,Fatal,Family,"392, Chokshi Ganj, Munger-781110"
VICT007747,CR006196,Hema Padmanabhan,Other,24,Self Employed,Serious,Stranger,"04, Bhattacharyya Path, Bellary-005666"
VICT007748,CR006196,Barkha Bahl,Other,48,Labourer,Minor,Neighbour,"197, Saxena Marg, Sagar 105250"
